DP1	DP2	DPtotal
7692	438	8132
6770	1242	8013
1318	6665	7987
7844	199	8046
7589	88	7684
7313	285	7603
7373	129	7505
6526	592	7136
6662	325	6991
6755	76	6834
6450	302	6755
6501	135	6637
6290	312	6606
6020	235	6258
6039	154	6195
4476	208	4688
4408	388	4797
4786	51	4842
2339	2334	4806
4752	101	4855
4659	209	4870
4684	197	4891
4135	514	4848
4486	207	4900
4643	245	4889
4811	77	4889
4656	212	4917
4704	217	4923
4893	181	5081
4911	124	5036
2745	2161	4910
4787	146	4935
2635	2209	4932
1820	2998	4823
4588	179	4767
4484	260	4746
4629	82	4711
4432	171	4606
3220	1292	4517
4391	26	4418
4320	109	4439
8043	1956	10024
3376	2156	5535
5096	352	5452
5396	55	5456
5990	63	6057
4679	1241	5925
5345	740	6087
6261	459	6723
6810	268	7079
6686	622	7667
7850	98	7948
8977	233	9217
9117	237	9386
8512	398	8916
624	7860	8488
8295	276	8578
8315	200	8515
7491	923	8416
8182	178	8366
7956	434	8392
7859	136	8005
6309	138	6457
6420	73	6504
6338	124	6485
5562	907	6496
6275	196	6541
6510	90	6645
896	5421	6613
5626	779	6656
6609	139	6813
7449	97	7717
7611	78	7811
7671	86	7844
7784	128	7972
7814	215	8116
7823	103	8092
8015	184	8223
7495	505	8087
7934	153	8189
7871	187	8107
8258	96	8399
8279	153	8445
8342	95	8491
8142	290	8510
8424	112	8555
8123	262	8620
8484	780	9279
8864	257	9280
7824	1420	9297
9066	379	9553
9379	156	9659
8677	1213	9996
9416	563	10055
8858	948	10097
10547	135	10709
11434	674	12134
11627	534	12191
12683	472	13234
13304	623	13969
13704	491	14333
19492	805	20503
19579	1212	20865
21071	343	21616
19530	464	20065
18927	1010	19977
18612	253	18933
17625	555	18662
17770	214	18139
16641	274	16939
14802	339	15175
14345	519	14890
13315	409	13741
9518	1050	10588
9465	114	9710
7510	49	7581
6874	63	7002
6594	215	6817
6668	45	6786
6134	76	6237
5812	267	6199
5827	313	6202
5484	1078	6562
3737	2841	6580
6533	68	6602
8500	118	8633
7512	959	8496
8835	214	9053
8048	992	9045
8517	337	9093
8851	247	9101
8799	313	9120
8393	230	8634
8587	87	8676
8440	155	8601
7720	268	7997
7543	87	7645
569	6848	7421
6015	1321	7341
7169	204	7374
4431	2591	7330
4052	2884	6971
6178	59	6446
6221	182	6405
5475	443	5922
3959	1418	5607
4953	229	5372
1785	3366	5154
4680	2145	6912
5500	179	5686
4007	1637	5647
6119	91	6212
4337	1984	6330
4780	2000	6882
6722	61	6834
5909	833	6744
7612	614	8232
9168	196	9370
7029	2894	9930
7077	2900	9979
9816	149	9969
7227	2941	10175
10220	97	10411
10147	221	10373
9876	451	10331
350	9263	9670
9809	95	9907
9485	338	9836
6431	3250	9682
7909	159	8070
9792	90	9893
9767	91	9861
10720	144	10958
10749	196	11040
10777	116	11056
11852	355	12208
11908	144	12193
12665	305	13018
11438	213	11658
11152	331	11491
7812	727	8545
6624	157	6785
7318	78	7405
7823	491	8318
7834	498	8333
7289	1432	8730
9085	95	9186
7917	348	8270
8118	169	8287
7159	268	7495
5340	2137	7480
3454	346	3800
3919	34	3957
3838	227	4066
3851	227	4083
4093	102	4239
4087	145	4276
4257	34	4343
4275	153	4474
4321	169	4536
5683	154	5846
6094	147	6248
6572	51	6626
6381	156	6551
6771	403	7180
7036	185	7226
7334	120	7457
7594	60	7658
8071	96	8174
8279	210	8492
8349	180	8531
7862	736	8723
8657	135	8797
8406	321	9171
7865	1476	9365
9121	316	9441
9317	149	9536
8791	128	8923
8806	182	8994
8910	141	9057
8936	232	9169
8942	198	9148
8932	123	9064
7301	796	8540
7049	1356	8407
8124	232	8359
8144	82	8230
7864	185	8053
7476	313	7790
6579	1147	7741
7389	154	7547
7082	405	7500
5926	1564	7507
6806	578	7387
6679	281	7092
5581	995	6582
4553	277	4833
4758	152	4919
5551	67	5640
6960	575	8042
7443	210	8160
5785	1238	8105
7958	481	8442
8240	177	8419
8457	563	9022
8491	571	9083
8825	223	9050
8816	210	9084
8647	524	9183
9010	171	9184
9132	84	9224
9041	218	9261
9011	247	9271
7913	1089	9013
8709	212	8924
8216	501	8722
8480	150	8733
7805	886	8700
8280	210	8545
7729	752	8496
7544	895	8443
7295	655	8002
7759	218	7981
7766	162	7938
7515	243	7808
6801	123	6969
5575	1113	6881
6501	160	6664
6575	106	6703
6388	57	6566
5127	140	5333
5038	234	5339
3033	884	4060
3988	107	4278
4094	44	4197
3848	98	4002
4151	40	4203
4528	8	4559
4633	84	4749
4623	89	4745
6147	166	6330
7033	196	7326
6372	515	7027
4945	1059	6951
5799	109	5910
5381	278	5664
4460	473	4936
3926	193	4132
4391	118	4521
4205	285	4494
3962	78	4053
4053	137	4228
3796	80	3877
3529	151	3682
6482	172	6783
6129	607	6741
7807	285	8103
9024	115	9148
9780	134	9932
9454	244	9710
9542	134	9701
4650	44	4717
4883	221	5107
4917	349	5272
5335	109	5450
3555	2310	6970
7054	100	7173
6860	405	7267
5638	1713	7355
7150	218	7370
2063	5526	7590
7450	160	7616
224	7776	8008
7555	353	7909
5028	3019	8051
4205	3773	7980
7322	96	7432
3229	36	3266
3243	51	3294
2619	758	3378
3418	449	3881
4001	134	4136
4117	87	4207
4161	112	4275
4150	114	4265
4161	36	4200
4063	108	4269
4181	103	4286
4184	89	4278
3884	221	4110
4088	101	4190
4156	57	4213
3749	53	3805
3385	207	3737
3609	54	3685
3497	79	3583
3269	206	3482
3168	234	3415
4291	99	4401
4392	205	4601
4610	39	4653
4606	37	4649
4632	120	4754
4644	119	4763
4648	113	4763
3498	960	4463
3567	945	4515
3235	1292	4527
4424	207	4634
4562	57	4621
4324	204	4528
4463	37	4503
4351	97	4451
4377	91	4473
8394	67	8466
7587	814	8403
8257	72	8331
7399	701	8108
7926	73	8007
7461	197	7668
6942	120	7065
6916	153	7072
7581	248	7834
7139	183	7323
6720	152	6876
6694	151	6847
6678	144	6823
7074	172	7250
8660	119	8785
9156	130	9302
8585	610	9196
8327	750	9082
8106	396	8518
7045	426	7477
6841	103	6945
6300	83	6385
6140	259	6401
6507	115	6624
6528	118	6649
3703	38	3772
3668	160	3969
3828	32	4065
3947	158	4110
4182	51	4236
4160	112	4274
4189	41	4234
4556	102	4658
4385	41	4428
4435	75	4577
4549	52	4604
4081	162	4257
4436	38	4474
4385	48	4440
3341	173	3663
1540	4515	6057
975	5057	6035
5662	381	6043
5897	166	6064
5179	867	6051
5691	278	5969
5724	144	5880
4383	1133	5516
5009	496	5508
4953	640	5594
4434	1395	5833
5205	673	6037
5957	103	6064
5061	887	5952
2073	3789	5865
4812	456	5304
4261	386	4647
5314	136	5454
5442	130	5580
6364	1468	7840
7742	189	7935
7066	310	7393
6019	64	7264
6579	557	7141
6206	265	6476
5960	142	6109
5824	266	6093
5321	119	5443
4224	1017	5244
5154	164	5405
2575	1631	4207
4202	125	4330
6225	112	6339
6034	203	6348
5949	348	6426
6048	302	6421
6290	73	6364
921	5276	6204
678	5396	6208
6367	221	6740
6612	284	6904
6730	163	6897
6675	254	6936
6869	87	6962
6497	353	6866
6739	130	6871
6672	64	6741
6561	72	6637
6428	124	6554
2931	3448	6379
2903	3461	6365
5806	166	5973
4743	433	5330
2240	2801	5043
4827	103	4937
4314	203	4623
4490	98	4596
6371	356	6733
4686	1810	6505
6265	79	6346
5955	400	6367
6054	259	6316
6136	52	6190
5667	195	5864
3220	2555	5777
4819	913	5756
4935	509	5450
3435	1800	5237
3824	1522	5346
4941	764	5707
5662	92	5758
4637	1131	5768
5147	906	6053
3559	2545	6107
4293	2029	6327
6159	170	6339
6606	649	7262
8066	148	8216
5295	3756	9056
5389	3898	9294
9500	97	9597
9898	511	10420
10185	179	10390
10424	110	10558
10210	309	10520
8732	1648	10390
9933	477	10430
8371	305	8914
7517	185	7774
7097	304	7417
6019	272	6870
6196	35	6823
3831	1867	6285
4991	476	5468
294	5030	5329
5972	159	6138
7369	166	7540
7255	169	7433
7257	166	7427
6471	282	6756
5301	38	5369
5566	97	5725
5725	283	6028
5896	146	6044
5871	178	6055
5837	185	6026
5646	397	6048
5825	177	6007
5808	239	6051
5818	236	6055
5392	264	5667
5272	39	5312
4893	143	5156
4881	145	5151
4747	143	5012
4664	254	4925
8130	90	8241
8609	95	8736
8915	259	9287
9102	271	9477
9311	102	9520
9510	203	9760
9602	130	9817
9496	421	9954
9890	126	10047
9904	153	10094
9856	190	10180
9928	330	10279
10133	158	10348
9876	198	10265
10044	190	10371
10080	116	10366
9607	534	10371
9923	283	10388
10115	162	10342
10184	98	10359
9994	73	10116
9576	334	10012
9623	144	9844
8805	167	9005
8205	158	8491
8316	68	8442
5544	638	6184
6080	81	6163
6013	134	6150
6005	128	6133
1658	4403	6063
1904	4156	6062
5875	130	6009
1414	4568	5982
4955	280	5242
5356	81	5443
4512	1036	5551
5823	171	6052
4504	1571	6122
6140	154	6295
6714	157	6873
6753	238	6993
7112	524	7639
7053	542	7654
6059	1355	7420
5611	328	5943
6612	63	6677
6850	88	7009
7007	253	7527
7449	64	7560
7411	90	7505
7273	396	7673
6925	695	7633
7534	391	7927
7898	85	7987
7840	191	8038
7382	461	7993
7779	85	7867
7607	224	7834
7536	180	7721
7603	268	7874
7675	89	7765
7458	88	7546
6496	829	7326
7063	191	7259
7039	96	7142
6981	73	7056
5705	55	5767
6092	41	6151
6097	106	6218
6330	54	6455
6635	180	6837
6921	95	7047
6972	48	7085
8655	99	8769
8819	269	9135
9139	312	9457
8809	174	9002
8621	297	8982
8621	254	9043
8646	65	9021
8873	179	9064
8813	107	8964
8718	134	8991
8861	135	9034
8869	196	9135
9143	117	9333
8954	134	9130
8224	98	8496
7835	140	8083
5967	312	6320
6008	315	6328
6497	109	6667
6555	88	6646
936	5686	6638
6657	117	6803
5490	1195	6789
6426	45	6478
7092	141	7234
6436	514	7015
7106	74	7246
6895	361	7320
7191	99	7299
7114	140	7261
7270	74	7348
5200	1977	7226
7033	278	7313
7077	88	7361
5236	1978	7405
7195	182	7386
7299	117	7496
7270	163	7456
7192	239	7489
7004	451	7461
7270	67	7402
7240	71	7314
7066	192	7324
7149	83	7232
7113	76	7194
6866	67	6937
3030	207	3239
3177	74	3254
3466	35	3502
3798	96	3901
3256	192	3636
3568	37	3655
7016	204	7377
7898	108	8009
7893	170	8070
8107	265	8383
7835	205	8689
8595	134	8746
8504	164	8673
8444	164	8611
7994	403	8403
7308	1067	8376
6871	82	6953
4391	824	5218
5419	56	5479
6301	70	6375
5417	180	5601
5773	85	5859
5794	79	5883
5602	162	5958
7189	257	7451
8782	364	9159
6537	2858	9399
6572	3036	9618
9551	164	9723
9554	250	9808
6310	3408	9720
9582	241	9837
9518	243	9769
9605	267	9877
9615	271	9889
9575	291	9868
9389	276	9671
8901	246	9152
8881	237	9126
5586	2654	8270
7965	225	8194
3391	1679	5189
6747	186	6943
6828	284	7271
7306	144	7455
7449	413	7865
7417	437	7864
7661	262	7995
7839	264	8229
7202	3414	10620
10547	113	10666
10779	229	11019
11544	132	11679
10773	870	11650
11378	406	11792
484	11289	11778
11208	352	11576
528	9697	10246
9843	372	10227
9560	369	9937
5171	3861	9050
7704	331	8041
6738	723	7615
5782	1787	7576
7830	234	8069
7609	86	7697
3407	3981	7502
6359	723	7097
7997	113	8219
8511	146	8659
8175	470	8646
8439	159	8608
8161	215	8417
8300	103	8413
2322	4523	6849
6266	49	6316
5360	686	6047
4734	325	5063
4470	53	4524
4253	214	4470
4709	80	4791
13151	760	13927
11401	147	11586
9206	166	9393
8820	177	9006
6983	105	7155
6038	1421	7462
7884	61	7953
8315	63	8380
8011	441	8460
2834	5589	8428
8276	162	8441
4100	4052	8205
7679	173	7856
7155	117	7272
4583	2617	7202
5741	249	5996
5816	205	6021
5095	335	5435
8322	309	8634
8743	95	8841
8604	357	8961
8041	1066	9111
8748	111	8875
8445	146	8722
8201	77	8299
4111	3797	7914
9257	94	9360
4410	5577	9990
10038	121	10162
4547	5540	10091
4318	5425	9967
4580	5307	9894
4657	5432	10096
10192	269	10465
4478	5392	9880
3902	1909	5813
3843	1884	5745
3862	1834	5705
7048	91	7142
5415	96	5532
5521	39	5596
5606	76	5707
5622	52	5683
5650	78	5750
6001	47	6069
6073	102	6199
5901	418	6387
6323	71	6396
6386	163	6550
6136	458	6594
7078	74	7158
4449	1199	5697
5804	66	5918
6220	96	6322
6210	75	6291
5715	1016	6735
6250	572	6822
6420	395	6818
6552	122	6674
5250	192	5445
5523	158	5683
3440	2363	5846
5885	106	5991
6002	128	6130
6131	58	6191
3141	3031	6175
5861	430	6292
6225	127	6353
78	6215	6295
5327	904	6232
2670	3304	5977
5173	783	5958
5215	556	5779
5622	102	5727
5456	84	5544
4914	210	5164
1250	3948	5198
5952	213	6279
5897	267	6172
6024	91	6122
3811	2218	6029
4975	793	6059
5952	82	6036
4737	855	5595
3899	1995	5929
5621	323	5948
6511	140	6655
6760	68	6832
5474	1335	6946
7155	125	7281
7177	127	7315
7442	157	7601
7673	195	7870
7545	328	7874
7956	77	8049
7792	158	7957
7887	97	7988
7118	289	7411
6404	480	7287
6784	484	7269
6996	160	7164
4746	2121	6875
6277	171	6451
6265	176	6486
5861	452	6452
6237	150	6390
5515	712	6237
6011	104	6192
5370	132	5511
1469	4690	6162
5147	2126	7282
5536	2043	7595
7376	268	7645
7415	260	7676
7533	243	7799
7775	77	7867
8093	182	8281
7776	221	8162
6948	776	7728
7165	431	7601
5766	330	6102
6342	63	6443
6405	97	6507
6363	380	6744
6423	381	6806
6465	349	6815
6453	380	6837
6461	378	6840
6347	470	6824
6698	141	6845
5689	175	5869
6399	380	6780
7169	175	7349
5884	908	7421
6419	1764	8186
8314	90	8408
8073	184	8258
7182	166	7818
7604	80	7685
5800	539	6342
6297	75	6382
5780	570	6351
6050	305	6360
5251	819	6076
5597	319	5919
5391	109	5500
4742	70	4814
4855	44	4904
8900	2664	12390
11518	268	12220
9603	2669	12274
11163	132	11359
9616	1350	10972
6563	3468	10838
7475	413	7974
6036	196	6235
5972	154	6130
153	4978	5693
5361	177	5542
5077	154	5238
5178	528	5841
5775	120	5961
5979	193	6173
5561	728	6293
6946	137	7094
6657	400	7125
184	7036	7293
7173	135	7311
6460	174	7286
6367	661	7046
4762	478	5851
5336	149	5548
5029	184	5241
4871	244	5143
4926	166	5119
4437	234	4909
4624	108	4815
4402	127	4534
6935	2495	9467
9955	188	10164
7466	668	8141
6453	504	6960
5741	98	5841
5883	52	5973
5115	881	5999
6048	277	6335
6085	232	6324
6403	198	6603
6761	157	6955
6912	397	7311
6378	1128	7506
7246	238	7486
6892	237	7176
7162	162	7325
7125	132	7258
6827	165	7080
7072	78	7203
6864	218	7090
6248	335	6947
6115	120	6582
6358	54	6480
5606	118	5725
5377	145	5604
7222	186	7419
7318	144	7465
7163	316	7481
7450	582	8038
8118	130	8250
8044	230	8290
8136	185	8323
7567	1009	8577
8304	189	8496
7983	338	8338
7991	206	8200
7915	193	8112
7778	125	7908
4290	48	4342
4482	285	4769
4815	102	4917
4639	163	4906
5719	392	6115
6611	286	6912
9242	292	9539
9046	585	9636
7171	476	7653
5361	116	5483
4599	243	4843
6240	47	6289
6863	387	7264
7190	327	7517
7051	697	7748
6987	704	7691
6901	689	7594
5891	1449	7343
6705	450	7157
6646	615	7263
2615	4611	7236
7115	128	7245
6249	558	6809
4958	862	5830
5577	230	5809
1784	3992	5780
1619	3590	5213
4808	58	4871
6468	165	6638
6519	208	6742
6233	169	6538
5339	236	5711
5373	177	5678
6209	123	6464
6208	194	6481
6354	67	6491
6225	167	6509
6320	71	6511
6488	146	6636
5695	978	6677
6595	497	7096
6258	782	7054
6376	167	6546
5478	773	6253
6346	227	6578
6825	232	7066
7074	428	7506
7556	132	7984
7729	176	8117
8071	89	8363
8084	59	8146
7857	118	7981
7491	338	7833
7110	439	7550
7116	56	7304
5913	1003	6920
6233	292	6685
5930	56	5989
5392	72	5468
5014	163	5337
4913	86	5211
4871	119	5172
4979	58	5079
686	4240	5048
3979	1060	5039
4339	411	5060
4524	358	4886
4516	385	4902
4960	77	5040
4997	82	5081
5021	138	5163
4747	255	5169
5385	231	5617
5474	127	5605
5309	90	5402
5153	90	5245
4987	124	5112
5444	340	5784
6100	861	6966
8482	290	8773
7637	1181	8821
8571	92	8665
8001	181	8186
6420	71	6494
5643	919	6570
6548	623	7174
4961	2051	7187
6575	584	7167
3467	3820	7298
1292	6042	7336
7397	116	7515
7363	103	7469
6113	108	6223
4117	2062	6182
6013	168	6220
5351	758	6112
6156	61	6217
6330	149	6549
6653	269	6966
6417	667	7088
6837	272	7113
6442	265	6962
6830	213	7050
6278	839	7124
6717	128	6848
5620	515	6161
5658	108	5768
5487	62	5552
4776	372	5150
4922	152	5076
4924	91	5016
2210	355	2565
2539	22	2561
2480	60	2540
308	2231	2539
2409	91	2504
6651	92	6829
4630	4749	9710
10353	242	10700
10599	130	10791
10756	145	10969
10174	557	10794
10505	687	11443
11534	174	11720
10426	223	10652
10379	460	10839
9309	134	9448
9140	221	9363
9273	222	9498
9226	548	9780
10547	184	10879
10553	467	11035
11126	412	11541
9769	2032	11808
10075	1631	11711
11568	127	11699
11327	121	11715
11568	262	11840
10324	170	10496
8293	283	8758
6359	883	8677
2767	5041	8523
7695	111	8180
7719	101	7827
6800	288	7098
6782	303	7087
6071	316	6389
5989	170	6164
6043	95	6141
5950	171	6122
5507	132	5649
5679	189	5870
5371	696	6070
6026	155	6183
5125	376	5532
396	5778	6180
403	7018	7428
2762	4551	7316
7163	152	7323
6767	165	6935
4077	529	5674
3176	1824	5747
3177	1799	5720
5187	469	5753
4965	312	5628
4998	130	5628
4074	650	5752
4775	649	5430
5071	74	5146
4886	50	4940
4191	58	4252
3770	83	3884
6291	625	6921
8059	104	8168
8031	231	8273
10194	227	10627
10407	207	10617
4657	501	5165
5318	282	5603
5628	77	5706
5799	126	5932
5657	432	6167
6247	70	6361
6238	87	6332
6261	87	6348
6370	77	6449
5757	133	5897
5365	301	5666
5161	95	5257
4869	74	4976
3246	107	3354
3265	66	3332
5059	101	5161
5066	118	5241
5258	71	5332
5270	125	5396
5468	68	5539
5473	100	5574
1315	4538	5917
10292	264	10563
10316	408	10745
9090	1644	10741
10543	372	10920
11496	320	11821
11292	552	11854
11662	326	11993
9700	2105	11807
11508	244	11774
11244	474	11725
10431	280	10714
8965	671	9646
8393	407	8811
7204	162	7432
5756	1215	7031
6428	123	6552
5535	196	5734
1201	5731	6937
6704	233	7030
6944	50	6998
6085	488	6812
4597	143	4744
4647	1184	5845
5885	36	5924
6139	58	6217
5911	83	6014
5593	64	5674
5581	55	5652
5539	81	5632
6271	158	6441
6393	61	6470
6319	114	6450
6354	133	6507
6235	283	6539
6539	62	6610
6438	258	6703
6759	116	6898
7089	87	7213
6470	211	6739
5703	78	5789
4825	146	4973
2224	3123	5351
5579	156	5739
6218	112	6337
6181	150	6336
2933	3250	6193
2366	3641	6195
5628	232	5862
5525	180	5707
2572	2796	5492
2574	2738	5436
5314	208	5529
4589	510	5105
6403	112	6527
7646	305	7954
6440	1837	8281
8164	160	8330
6857	1341	8297
7428	205	7642
7159	300	7460
7088	333	7424
6707	692	7404
7173	336	7513
6752	578	7331
7014	188	7384
6917	246	7316
2327	4678	7158
6672	580	7252
3247	4038	7287
2990	4133	7124
7116	69	7190
5622	256	5879
4961	245	5215
5368	390	5762
5752	152	5910
5616	125	5742
5047	592	5760
5188	132	5325
4419	895	5320
4441	896	5339
5254	315	5572
5209	303	5521
4667	853	5521
5357	85	5444
5165	306	5480
5092	310	5412
5300	159	5460
4799	546	5358
5590	74	5671
3884	1827	5715
4272	2162	6484
4615	2145	6764
6727	81	6810
6528	60	6591
4280	68	4349
3350	855	4639
4684	49	4779
4846	108	4954
4846	116	4965
4812	174	4986
4746	177	4923
4567	89	4665
4563	69	4635
4448	72	4527
2632	1903	4548
4359	83	4450
4388	57	4459
3424	707	4216
3096	286	3565
3095	708	3966
3370	181	3651
3482	65	3613
3252	222	3534
5280	63	5347
5059	164	5355
5628	263	5894
5484	153	5642
5862	76	5941
5908	100	6011
5838	98	5941
5998	56	6057
5843	135	5979
5742	99	5907
5733	177	5914
5942	243	6194
5984	146	6139
5945	229	6175
5685	228	5918
5421	93	5651
5044	108	5279
4891	47	4939
4699	62	4763
4642	74	4731
308	4321	4641
4482	117	4601
4537	63	4602
4428	103	4532
4341	108	4450
4358	64	4426
4181	181	4368
6423	90	6518
6328	288	6621
5099	101	5206
4944	182	5129
10294	108	10405
3411	7591	11012
11127	355	11487
9911	1800	11715
9654	289	9948
2090	2839	4929
4582	78	5108
4682	80	4849
4621	144	4770
4675	139	4827
4409	441	4995
4896	229	5129
3398	1473	5203
5001	238	5244
5229	61	5292
5168	122	5295
5239	113	5361
5382	53	5437
5322	90	5425
5433	203	5639
5613	98	5713
5760	113	5882
5763	110	5878
5664	132	5799
5585	127	5716
3989	1671	5662
5568	128	5697
5480	104	5586
5298	117	5422
5287	117	5406
5325	129	5455
6387	634	7024
6638	456	7094
6857	231	7088
6508	760	7274
6798	198	7000
6852	125	6978
6614	181	6797
4673	411	5089
4284	917	5202
4664	735	5402
5150	193	5352
297	5213	5514
5010	652	5663
8406	464	8885
8607	340	8951
3964	5082	9047
9595	272	9872
9495	566	10066
554	9605	10165
9620	406	10034
6305	3855	10162
10006	183	10198
9681	430	10114
8633	317	8959
5382	3355	8749
8218	195	8421
8259	109	8388
7589	736	8340
6532	718	7280
6959	172	7144
5394	192	6164
5195	202	5402
4870	51	4981
4711	96	4867
4659	80	4809
4619	179	4809
7689	172	7864
5805	71	5879
6107	87	6197
4467	1804	6272
6217	134	6353
8324	524	8918
8626	434	9062
8692	433	9129
8738	361	9102
8700	597	9302
6257	992	7251
1713	5389	7107
6861	112	6974
5760	665	6430
7331	395	7730
7661	82	7744
7356	353	7714
7035	75	7161
7042	63	7210
7470	66	7567
7862	350	8388
8404	169	8590
8480	82	8593
8580	79	8682
9330	143	9540
8626	833	9560
8041	77	8292
5982	122	6108
5698	301	6001
6197	98	6299
7080	142	7223
5369	1998	7368
978	6350	7331
6945	145	7095
6762	119	6887
6223	249	6477
5690	410	6104
5845	213	6060
4602	1512	6115
5831	207	6041
4340	1543	5886
4994	826	5821
4827	975	5811
5261	140	5500
5341	96	5534
5084	546	5731
4475	1189	5758
7276	320	7726
8103	351	8471
8034	1025	9063
9547	428	9988
8080	1987	10071
7369	2742	10113
9897	362	10265
9825	426	10253
10192	115	10312
8928	1055	9987
8749	1049	9931
8735	1174	9911
118	9487	9610
772	8166	8951
3611	5031	8762
7322	1178	8853
7354	250	7932
7416	151	7572
6929	85	7015
6345	97	6445
8285	134	8429
7907	521	8430
6542	1381	8384
6045	1707	7753
7096	59	7158
6954	125	7080
9694	185	9880
15106	405	15516
15275	324	15607
18441	480	18937
18451	403	18863
18261	536	19063
11358	7269	18636
18089	479	18646
15007	3581	18602
18051	292	18352
10829	7287	18612
11174	6906	18085
11073	6813	17912
12158	5635	17806
14160	3532	17697
17012	337	17352
16911	294	17209
16259	205	16476
15646	654	16309
15810	286	16135
11021	4634	15661
11019	4024	15644
15414	232	15652
15052	508	15566
14866	243	15187
10903	3981	14896
14636	225	14862
10136	219	13777
10343	2977	13578
9499	3355	12857
9413	2807	12228
8714	2752	11473
7739	2252	9995
9036	81	9126
4407	3746	8163
5817	447	6281
6554	70	6646
3143	4624	7768
8488	127	8617
7204	1300	8508
8452	340	8792
8259	133	8401
8341	175	8526
8224	117	8346
